# Time, Pressure, Pressure_err
-2.75275, -2.80373, 5.78001
-2.73273, -2.74571, 5.78001
-2.71271, -2.74977, 5.78001
-2.69269, -2.72237, 5.78001
-2.67267, -2.57972, 5.78001
-2.65265, -2.65413, 5.78001
-2.63263, -2.64317, 5.78001
-2.61261, -2.6403, 5.78001
-2.59259, -2.5454, 5.78001
-2.57257, -2.59504, 5.78001
-2.55255, -2.58755, 5.78001
-2.53253, -2.59881, 5.78001
-2.51251, -2.44441, 5.78001
-2.49249, -2.51476, 5.78001
-2.47247, -2.3855, 5.78001
-2.45245, -2.44334, 5.78001
-2.43243, -2.47092, 5.78001
-2.41241, -2.42978, 5.78001
-2.39239, -2.34696, 5.78001
-2.37237, -2.34438, 5.78001
-2.35235, -2.31641, 5.78001
-2.33233, -2.31214, 5.78001
-2.31231, -2.27256, 5.78001
-2.29229, -2.2644, 5.78001
-2.27227, -2.30137, 5.78001
-2.25225, -2.14611, 5.78001
-2.23223, -2.24643, 5.78001
-2.21221, -2.19077, 5.78001
-2.19219, -2.13415, 5.78001
-2.17217, -2.19671, 5.78001
-2.15215, -2.16888, 5.78001
-2.13213, -2.1169, 5.78001
-2.11211, -2.15256, 5.78001
-2.09209, -2.06365, 5.78001
-2.07207, -2.13145, 5.78001
-2.05205, -2.08128, 5.78001
-2.03203, -2.05615, 5.78001
-2.01201, -2.06187, 5.78001
-1.99199, -2.00439, 5.78001
-1.97197, -1.99334, 5.78001
-1.95195, -2.01133, 5.78001
-1.93193, -1.93768, 5.78001
-1.91191, -1.85209, 5.78001
-1.89189, -1.90897, 5.78001
-1.87187, -1.85699, 5.78001
-1.85185, -1.84131, 5.78001
-1.83183, -1.7079, 5.78001
-1.81181, -1.79287, 5.78001
-1.79179, -1.83226, 5.78001
-1.77177, -1.79256, 5.78001
-1.75175, -1.76628, 5.78001
-1.73173, -1.73765, 5.78001
-1.71171, -1.74975, 5.78001
-1.69169, -1.68899, 5.78001
-1.67167, -1.74068, 5.78001
-1.65165, -1.57391, 5.78001
-1.63163, -1.71776, 5.78001
-1.61161, -1.69127, 5.78001
-1.59159, -1.64437, 5.78001
-1.57157, -1.63949, 5.78001
-1.55155, -1.50936, 5.78001
-1.53153, -1.58863, 5.78001
-1.51151, -1.5277, 5.78001
-1.49149, -1.54709, 5.78001
-1.47147, -1.46519, 5.78001
-1.45145, -1.53027, 5.78001
-1.43143, -1.44299, 5.78001
-1.41141, -1.41753, 5.78001
-1.39139, -1.49238, 5.78001
-1.37137, -1.41585, 5.78001
-1.35135, -1.44527, 5.78001
-1.33133, -1.45533, 5.78001
-1.31131, -1.32388, 5.78001
-1.29129, -1.31475, 5.78001
-1.27127, -1.32537, 5.78001
-1.25125, -1.20476, 5.78001
-1.23123, -1.31539, 5.78001
-1.21121, -1.31175, 5.78001
-1.19119, -1.242, 5.78001
-1.17117, -1.1545, 5.78001
-1.15115, -1.19803, 5.78001
-1.13113, -1.27194, 5.78001
-1.11111, -1.13757, 5.78001
-1.09109, -1.13853, 5.78001
-1.07107, -1.07384, 5.78001
-1.05105, -1.11703, 5.78001
-1.03103, -1.13736, 5.78001
-1.01101, -1.11805, 5.78001
-0.990991, -0.949855, 5.78001
-0.970971, -1.04898, 5.78001
-0.950951, -1.052, 5.78001
-0.930931, -1.0551, 5.78001
-0.910911, -0.931949, 5.78001
-0.890891, -0.931162, 5.78001
-0.870871, -0.983424, 5.78001
-0.850851, -0.885795, 5.78001
-0.830831, -0.874352, 5.78001
-0.810811, -0.87763, 5.78001
-0.790791, -0.863681, 5.78001
-0.770771, -0.88394, 5.78001
-0.750751, -0.833883, 5.78001
-0.730731, -0.905062, 5.78001
-0.710711, -0.889675, 5.78001
-0.690691, -0.760794, 5.78001
-0.670671, -0.818528, 5.78001
-0.650651, -0.827876, 5.78001
-0.630631, -0.737142, 5.78001
-0.610611, -0.736578, 5.78001
-0.590591, -0.735288, 5.78001
-0.570571, -0.713729, 5.78001
-0.550551, -0.750894, 5.78001
-0.530531, -0.612448, 5.78001
-0.510511, -0.735669, 5.78001
-0.49049, -0.664195, 5.78001
-0.47047, -0.706845, 5.78001
-0.45045, -0.803835, 5.78001
-0.43043, -0.683916, 5.78001
-0.41041, -0.64359, 5.78001
-0.39039, -0.69032, 5.78001
-0.37037, -0.631583, 5.78001
-0.35035, -0.673473, 5.78001
-0.33033, -0.750051, 5.78001
-0.31031, -0.796172, 5.78001
-0.29029, -0.744471, 5.78001
-0.27027, -0.797647, 5.78001
-0.25025, -0.680503, 5.78001
-0.23023, -0.791331, 5.78001
-0.21021, -0.776695, 5.78001
-0.19019, -0.825885, 5.78001
-0.17017, -0.83867, 5.78001
-0.15015, -0.772567, 5.78001
-0.13013, -0.9378, 5.78001
-0.11011, -0.980039, 5.78001
-0.0900901, -0.986257, 5.78001
-0.0700701, -1.08946, 5.78001
-0.0500501, -0.953219, 5.78001
-0.03003, -1.02141, 5.78001
-0.01001, -1.05052, 5.78001
0.01001, -1.01579, 5.78001
0.03003, -0.866777, 5.78001
0.0500501, -0.875839, 5.78001
0.0700701, -0.816985, 5.78001
0.0900901, -0.815343, 5.78001
0.11011, -0.766012, 5.78001
0.13013, -0.689001, 5.78001
0.15015, -0.606521, 5.78001
0.17017, -0.543783, 5.78001
0.19019, -0.411365, 5.78001
0.21021, -0.399424, 5.78001
0.23023, -0.317796, 5.78001
0.25025, -0.232406, 5.78001
0.27027, -0.106059, 5.78001
0.29029, -0.113935, 5.78001
0.31031, -0.0983659, 5.78001
0.33033, 0.0885873, 5.78001
0.35035, 0.00368051, 5.78001
0.37037, 0.0365537, 5.78001
0.39039, 0.178382, 5.78001
0.41041, 0.0626128, 5.78001
0.43043, 0.208119, 5.78001
0.45045, 0.259373, 5.78001
0.47047, 0.167496, 5.78001
0.49049, 0.228085, 5.78001
0.510511, 0.282086, 5.78001
0.530531, 0.282324, 5.78001
0.550551, 0.310007, 5.78001
0.570571, 0.433293, 5.78001
0.590591, 0.465593, 5.78001
0.610611, 0.48712, 5.78001
0.630631, 0.487938, 5.78001
0.650651, 0.513448, 5.78001
0.670671, 0.584055, 5.78001
0.690691, 0.478335, 5.78001
0.710711, 0.539345, 5.78001
0.730731, 0.624315, 5.78001
0.750751, 0.651877, 5.78001
0.770771, 0.706182, 5.78001
0.790791, 0.727117, 5.78001
0.810811, 0.671, 5.78001
0.830831, 0.62875, 5.78001
0.850851, 0.795079, 5.78001
0.870871, 0.724664, 5.78001
0.890891, 0.877646, 5.78001
0.910911, 0.843974, 5.78001
0.930931, 0.794879, 5.78001
0.950951, 0.945623, 5.78001
0.970971, 0.978602, 5.78001
0.990991, 0.964316, 5.78001
1.01101, 0.981082, 5.78001
1.03103, 0.87908, 5.78001
1.05105, 0.996458, 5.78001
1.07107, 1.01862, 5.78001
1.09109, 1.05991, 5.78001
1.11111, 1.08055, 5.78001
1.13113, 1.03492, 5.78001
1.15115, 1.1044, 5.78001
1.17117, 1.12247, 5.78001
1.19119, 1.15844, 5.78001
1.21121, 1.21669, 5.78001
1.23123, 1.20328, 5.78001
1.25125, 1.15696, 5.78001
1.27127, 1.17947, 5.78001
1.29129, 1.28334, 5.78001
1.31131, 1.3377, 5.78001
1.33133, 1.30265, 5.78001
1.35135, 1.34944, 5.78001
1.37137, 1.31928, 5.78001
1.39139, 1.31136, 5.78001
1.41141, 1.38428, 5.78001
1.43143, 1.39395, 5.78001
1.45145, 1.4416, 5.78001
1.47147, 1.44037, 5.78001
1.49149, 1.38749, 5.78001
1.51151, 1.51169, 5.78001
1.53153, 1.45489, 5.78001
1.55155, 1.56186, 5.78001
1.57157, 1.52084, 5.78001
1.59159, 1.59325, 5.78001
1.61161, 1.56341, 5.78001
1.63163, 1.56466, 5.78001
1.65165, 1.63293, 5.78001
1.67167, 1.63666, 5.78001
1.69169, 1.7523, 5.78001
1.71171, 1.62908, 5.78001
1.73173, 1.65036, 5.78001
1.75175, 1.75553, 5.78001
1.77177, 1.81497, 5.78001
1.79179, 1.84438, 5.78001
1.81181, 1.71749, 5.78001
1.83183, 1.84838, 5.78001
1.85185, 1.80173, 5.78001
1.87187, 1.91734, 5.78001
1.89189, 1.8424, 5.78001
1.91191, 1.94575, 5.78001
1.93193, 1.9401, 5.78001
1.95195, 1.95172, 5.78001
1.97197, 1.97845, 5.78001
1.99199, 2.02473, 5.78001
2.01201, 1.87854, 5.78001
2.03203, 2.0293, 5.78001
2.05205, 2.05445, 5.78001
2.07207, 2.02453, 5.78001
2.09209, 2.17495, 5.78001
2.11211, 2.1427, 5.78001
2.13213, 2.11263, 5.78001
2.15215, 2.16535, 5.78001
2.17217, 2.13487, 5.78001
2.19219, 2.22245, 5.78001
2.21221, 2.14885, 5.78001
2.23223, 2.19517, 5.78001
2.25225, 2.19309, 5.78001
2.27227, 2.33592, 5.78001
2.29229, 2.33086, 5.78001
2.31231, 2.27224, 5.78001
2.33233, 2.34641, 5.78001
2.35235, 2.33515, 5.78001
2.37237, 2.36672, 5.78001
2.39239, 2.41961, 5.78001
2.41241, 2.45324, 5.78001
2.43243, 2.51, 5.78001
2.45245, 2.39305, 5.78001
2.47247, 2.42918, 5.78001
2.49249, 2.50267, 5.78001
2.51251, 2.51444, 5.78001
2.53253, 2.57736, 5.78001
2.55255, 2.55173, 5.78001
2.57257, 2.5858, 5.78001
2.59259, 2.55403, 5.78001
2.61261, 2.57874, 5.78001
2.63263, 2.65682, 5.78001
2.65265, 2.65378, 5.78001
2.67267, 2.66236, 5.78001
2.69269, 2.76748, 5.78001
2.71271, 2.6911, 5.78001
2.73273, 2.76091, 5.78001
2.75275, 2.71845, 5.78001
2.77277, 2.73881, 5.78001
2.79279, 2.76937, 5.78001
2.81281, 2.81245, 5.78001
2.83283, 2.81496, 5.78001
2.85285, 2.96565, 5.78001
2.87287, 2.89271, 5.78001
2.89289, 2.85089, 5.78001
2.91291, 2.89854, 5.78001
2.93293, 2.97069, 5.78001
2.95295, 2.99378, 5.78001
2.97297, 3.01067, 5.78001
2.99299, 3.09248, 5.78001
3.01301, 3.01105, 5.78001
3.03303, 2.9637, 5.78001
3.05305, 3.06088, 5.78001
3.07307, 3.13387, 5.78001
3.09309, 3.0504, 5.78001
3.11311, 3.18664, 5.78001
3.13313, 3.10165, 5.78001
3.15315, 3.07587, 5.78001
3.17317, 3.2766, 5.78001
3.19319, 3.20028, 5.78001
3.21321, 3.23367, 5.78001
3.23323, 3.20069, 5.78001
3.25325, 3.30977, 5.78001
3.27327, 3.34364, 5.78001
3.29329, 3.28016, 5.78001
3.31331, 3.28245, 5.78001
3.33333, 3.34579, 5.78001
3.35335, 3.32678, 5.78001
3.37337, 3.44216, 5.78001
3.39339, 3.46509, 5.78001
3.41341, 3.43872, 5.78001
3.43343, 3.44866, 5.78001
3.45345, 3.41907, 5.78001
3.47347, 3.45639, 5.78001
3.49349, 3.42959, 5.78001
3.51351, 3.43594, 5.78001
3.53353, 3.602, 5.78001
3.55355, 3.57944, 5.78001
3.57357, 3.47492, 5.78001
3.59359, 3.52493, 5.78001
3.61361, 3.65267, 5.78001
3.63363, 3.64559, 5.78001
3.65365, 3.57637, 5.78001
3.67367, 3.61928, 5.78001
3.69369, 3.67447, 5.78001
3.71371, 3.63031, 5.78001
3.73373, 3.78943, 5.78001
3.75375, 3.7409, 5.78001
3.77377, 3.78025, 5.78001
3.79379, 3.79784, 5.78001
3.81381, 3.83727, 5.78001
3.83383, 3.85336, 5.78001
3.85385, 3.8485, 5.78001
3.87387, 3.82937, 5.78001
3.89389, 3.79989, 5.78001
3.91391, 3.91571, 5.78001
3.93393, 3.8834, 5.78001
3.95395, 4.00844, 5.78001
3.97397, 3.89509, 5.78001
3.99399, 4.03268, 5.78001
4.01401, 4.01325, 5.78001
4.03403, 4.01139, 5.78001
4.05405, 4.14386, 5.78001
4.07407, 4.10721, 5.78001
4.09409, 4.06507, 5.78001
4.11411, 4.06651, 5.78001
4.13413, 4.16005, 5.78001
4.15415, 4.15072, 5.78001
4.17417, 4.21614, 5.78001
4.19419, 4.1337, 5.78001
4.21421, 4.22484, 5.78001
4.23423, 4.30567, 5.78001
4.25425, 4.27155, 5.78001
4.27427, 4.24978, 5.78001
4.29429, 4.22286, 5.78001
4.31431, 4.30387, 5.78001
4.33433, 4.32192, 5.78001
4.35435, 4.23812, 5.78001
4.37437, 4.33531, 5.78001
4.39439, 4.43897, 5.78001
4.41441, 4.42434, 5.78001
4.43443, 4.43392, 5.78001
4.45445, 4.40478, 5.78001
4.47447, 4.49159, 5.78001
4.49449, 4.49561, 5.78001
4.51451, 4.50414, 5.78001
4.53453, 4.58903, 5.78001
4.55455, 4.57457, 5.78001
4.57457, 4.58888, 5.78001
4.59459, 4.52813, 5.78001
4.61461, 4.64425, 5.78001
4.63463, 4.6619, 5.78001
4.65465, 4.61539, 5.78001
4.67467, 4.80322, 5.78001
4.69469, 4.67788, 5.78001
4.71471, 4.79506, 5.78001
4.73473, 4.7433, 5.78001
4.75475, 4.79679, 5.78001
4.77477, 4.84068, 5.78001
4.79479, 4.80831, 5.78001
4.81481, 4.80385, 5.78001
4.83483, 4.84704, 5.78001
4.85485, 4.92984, 5.78001
4.87487, 4.83263, 5.78001
4.89489, 4.84806, 5.78001
4.91491, 4.87676, 5.78001
4.93493, 4.98247, 5.78001
4.95495, 4.97417, 5.78001
4.97497, 5.05809, 5.78001
4.99499, 4.93454, 5.78001
5.01502, 5.0693, 5.78001
5.03504, 5.01568, 5.78001
5.05506, 5.11386, 5.78001
5.07508, 5.12519, 5.78001
5.0951, 5.06571, 5.78001
5.11512, 5.16325, 5.78001
5.13514, 5.03642, 5.78001
5.15516, 5.10391, 5.78001
5.17518, 5.23747, 5.78001
5.1952, 5.18794, 5.78001
5.21522, 5.13307, 5.78001
5.23524, 5.20847, 5.78001
5.25526, 5.22426, 5.78001
5.27528, 5.26534, 5.78001
5.2953, 5.30851, 5.78001
5.31532, 5.32344, 5.78001
5.33534, 5.35254, 5.78001
5.35536, 5.30659, 5.78001
5.37538, 5.3674, 5.78001
5.3954, 5.39974, 5.78001
5.41542, 5.35866, 5.78001
5.43544, 5.44887, 5.78001
5.45546, 5.50739, 5.78001
5.47548, 5.48381, 5.78001
5.4955, 5.35738, 5.78001
5.51552, 5.517, 5.78001
5.53554, 5.48562, 5.78001
5.55556, 5.58719, 5.78001
5.57558, 5.59654, 5.78001
5.5956, 5.56401, 5.78001
5.61562, 5.67935, 5.78001
5.63564, 5.60695, 5.78001
5.65566, 5.62496, 5.78001
5.67568, 5.62293, 5.78001
5.6957, 5.76767, 5.78001
5.71572, 5.71942, 5.78001
5.73574, 5.71015, 5.78001
5.75576, 5.69987, 5.78001
5.77578, 5.7808, 5.78001
5.7958, 5.79324, 5.78001
5.81582, 5.92137, 5.78001
5.83584, 5.85627, 5.78001
