# Time, Pressure, Pressure_err
-8.67868, -8.69511, 5.78034
-8.65866, -8.62533, 5.78034
-8.63864, -8.63978, 5.78034
-8.61862, -8.65914, 5.78034
-8.5986, -8.57477, 5.78034
-8.57858, -8.64502, 5.78034
-8.55856, -8.55868, 5.78034
-8.53854, -8.53318, 5.78034
-8.51852, -8.5579, 5.78034
-8.4985, -8.50541, 5.78034
-8.47848, -8.48039, 5.78034
-8.45846, -8.54294, 5.78034
-8.43844, -8.45993, 5.78034
-8.41842, -8.48768, 5.78034
-8.3984, -8.36356, 5.78034
-8.37838, -8.37427, 5.78034
-8.35836, -8.44235, 5.78034
-8.33834, -8.37576, 5.78034
-8.31832, -8.30532, 5.78034
-8.2983, -8.35778, 5.78034
-8.27828, -8.28064, 5.78034
-8.25826, -8.27643, 5.78034
-8.23824, -8.36484, 5.78034
-8.21822, -8.19818, 5.78034
-8.1982, -8.18622, 5.78034
-8.17818, -8.14701, 5.78034
-8.15816, -8.16776, 5.78034
-8.13814, -8.20234, 5.78034
-8.11812, -8.15977, 5.78034
-8.0981, -8.01557, 5.78034
-8.07808, -8.02847, 5.78034
-8.05806, -8.04346, 5.78034
-8.03804, -8.04378, 5.78034
-8.01802, -7.90454, 5.78034
-7.998, -7.99577, 5.78034
-7.97798, -7.95438, 5.78034
-7.95796, -7.94565, 5.78034
-7.93794, -8.01665, 5.78034
-7.91792, -7.92639, 5.78034
-7.8979, -7.92233, 5.78034
-7.87788, -7.93968, 5.78034
-7.85786, -7.85458, 5.78034
-7.83784, -7.81945, 5.78034
-7.81782, -7.84009, 5.78034
-7.7978, -7.81012, 5.78034
-7.77778, -7.7888, 5.78034
-7.75776, -7.72942, 5.78034
-7.73774, -7.838, 5.78034
-7.71772, -7.64359, 5.78034
-7.6977, -7.70319, 5.78034
-7.67768, -7.64713, 5.78034
-7.65766, -7.66889, 5.78034
-7.63764, -7.66781, 5.78034
-7.61762, -7.61895, 5.78034
-7.5976, -7.54365, 5.78034
-7.57758, -7.49345, 5.78034
-7.55756, -7.57478, 5.78034
-7.53754, -7.60041, 5.78034
-7.51752, -7.5596, 5.78034
-7.4975, -7.44069, 5.78034
-7.47748, -7.3472, 5.78034
-7.45746, -7.47726, 5.78034
-7.43744, -7.37779, 5.78034
-7.41742, -7.39218, 5.78034
-7.3974, -7.41242, 5.78034
-7.37738, -7.4603, 5.78034
-7.35736, -7.37368, 5.78034
-7.33734, -7.37952, 5.78034
-7.31732, -7.33613, 5.78034
-7.2973, -7.3473, 5.78034
-7.27728, -7.34651, 5.78034
-7.25726, -7.31477, 5.78034
-7.23724, -7.19065, 5.78034
-7.21722, -7.12543, 5.78034
-7.1972, -7.15301, 5.78034
-7.17718, -7.13834, 5.78034
-7.15716, -7.12103, 5.78034
-7.13714, -7.15318, 5.78034
-7.11712, -7.13465, 5.78034
-7.0971, -7.05804, 5.78034
-7.07708, -7.08219, 5.78034
-7.05706, -7.06574, 5.78034
-7.03704, -7.06738, 5.78034
-7.01702, -6.92734, 5.78034
-6.997, -7.02158, 5.78034
-6.97698, -7.01675, 5.78034
-6.95696, -6.90165, 5.78034
-6.93694, -7.0288, 5.78034
-6.91692, -6.92264, 5.78034
-6.8969, -6.83335, 5.78034
-6.87688, -6.88937, 5.78034
-6.85686, -6.85437, 5.78034
-6.83684, -6.80758, 5.78034
-6.81682, -6.89217, 5.78034
-6.7968, -6.81258, 5.78034
-6.77678, -6.82604, 5.78034
-6.75676, -6.70343, 5.78034
-6.73674, -6.71645, 5.78034
-6.71672, -6.73765, 5.78034
-6.6967, -6.71627, 5.78034
-6.67668, -6.63157, 5.78034
-6.65666, -6.56889, 5.78034
-6.63664, -6.65183, 5.78034
-6.61662, -6.64421, 5.78034
-6.5966, -6.58053, 5.78034
-6.57658, -6.63995, 5.78034
-6.55656, -6.58945, 5.78034
-6.53654, -6.5161, 5.78034
-6.51652, -6.37591, 5.78034
-6.4965, -6.48058, 5.78034
-6.47648, -6.52218, 5.78034
-6.45646, -6.52581, 5.78034
-6.43644, -6.37331, 5.78034
-6.41642, -6.45427, 5.78034
-6.3964, -6.40945, 5.78034
-6.37638, -6.39773, 5.78034
-6.35636, -6.3292, 5.78034
-6.33634, -6.28204, 5.78034
-6.31632, -6.41587, 5.78034
-6.2963, -6.28058, 5.78034
-6.27628, -6.3138, 5.78034
-6.25626, -6.27869, 5.78034
-6.23624, -6.20232, 5.78034
-6.21622, -6.26663, 5.78034
-6.1962, -6.25668, 5.78034
-6.17618, -6.18811, 5.78034
-6.15616, -6.1924, 5.78034
-6.13614, -6.13611, 5.78034
-6.11612, -6.11338, 5.78034
-6.0961, -6.15571, 5.78034
-6.07608, -6.06582, 5.78034
-6.05606, -6.02119, 5.78034
-6.03604, -5.97698, 5.78034
-6.01602, -6.00108, 5.78034
-5.996, -6.02433, 5.78034
-5.97598, -5.89767, 5.78034
-5.95596, -5.93256, 5.78034
-5.93594, -5.90348, 5.78034
-5.91592, -5.92459, 5.78034
-5.8959, -5.84625, 5.78034
-5.87588, -5.85919, 5.78034
-5.85586, -5.86895, 5.78034
-5.83584, -5.85587, 5.78034
-5.81582, -5.87529, 5.78034
-5.7958, -5.83893, 5.78034
-5.77578, -5.75902, 5.78034
-5.75576, -5.77065, 5.78034
-5.73574, -5.76304, 5.78034
-5.71572, -5.7209, 5.78034
-5.6957, -5.71831, 5.78034
-5.67568, -5.66404, 5.78034
-5.65566, -5.6102, 5.78034
-5.63564, -5.57896, 5.78034
-5.61562, -5.6541, 5.78034
-5.5956, -5.64857, 5.78034
-5.57558, -5.61894, 5.78034
-5.55556, -5.51534, 5.78034
-5.53554, -5.46831, 5.78034
-5.51552, -5.58327, 5.78034
-5.4955, -5.46374, 5.78034
-5.47548, -5.39385, 5.78034
-5.45546, -5.47935, 5.78034
-5.43544, -5.44004, 5.78034
-5.41542, -5.43942, 5.78034
-5.3954, -5.40487, 5.78034
-5.37538, -5.41, 5.78034
-5.35536, -5.36451, 5.78034
-5.33534, -5.37833, 5.78034
-5.31532, -5.20817, 5.78034
-5.2953, -5.23714, 5.78034
-5.27528, -5.32026, 5.78034
-5.25526, -5.2319, 5.78034
-5.23524, -5.13988, 5.78034
-5.21522, -5.19054, 5.78034
-5.1952, -5.28671, 5.78034
-5.17518, -5.18669, 5.78034
-5.15516, -5.17047, 5.78034
-5.13514, -5.1594, 5.78034
-5.11512, -5.17555, 5.78034
-5.0951, -5.06091, 5.78034
-5.07508, -5.05659, 5.78034
-5.05506, -5.03895, 5.78034
-5.03504, -5.05016, 5.78034
-5.01502, -4.93287, 5.78034
-4.99499, -5.00975, 5.78034
-4.97497, -4.91458, 5.78034
-4.95495, -4.96743, 5.78034
-4.93493, -4.9146, 5.78034
-4.91491, -4.85498, 5.78034
-4.89489, -4.95595, 5.78034
-4.87487, -4.88914, 5.78034
-4.85485, -4.78851, 5.78034
-4.83483, -4.85534, 5.78034
-4.81481, -4.85411, 5.78034
-4.79479, -4.87329, 5.78034
-4.77477, -4.73381, 5.78034
-4.75475, -4.73993, 5.78034
-4.73473, -4.69879, 5.78034
-4.71471, -4.7539, 5.78034
-4.69469, -4.68191, 5.78034
-4.67467, -4.65695, 5.78034
-4.65465, -4.67377, 5.78034
-4.63463, -4.62209, 5.78034
-4.61461, -4.6778, 5.78034
-4.59459, -4.48634, 5.78034
-4.57457, -4.62187, 5.78034
-4.55455, -4.58429, 5.78034
-4.53453, -4.63808, 5.78034
-4.51451, -4.44335, 5.78034
-4.49449, -4.43587, 5.78034
-4.47447, -4.46981, 5.78034
-4.45445, -4.44085, 5.78034
-4.43443, -4.46674, 5.78034
-4.41441, -4.25633, 5.78034
-4.39439, -4.46468, 5.78034
-4.37437, -4.35364, 5.78034
-4.35435, -4.40509, 5.78034
-4.33433, -4.31354, 5.78034
-4.31431, -4.35596, 5.78034
-4.29429, -4.27933, 5.78034
-4.27427, -4.29123, 5.78034
-4.25425, -4.18358, 5.78034
-4.23423, -4.33375, 5.78034
-4.21421, -4.27827, 5.78034
-4.19419, -4.12815, 5.78034
-4.17417, -4.20734, 5.78034
-4.15415, -4.09561, 5.78034
-4.13413, -4.09001, 5.78034
-4.11411, -4.22536, 5.78034
-4.09409, -4.09575, 5.78034
-4.07407, -4.17085, 5.78034
-4.05405, -4.01703, 5.78034
-4.03403, -4.02828, 5.78034
-4.01401, -4.01822, 5.78034
-3.99399, -3.96162, 5.78034
-3.97397, -3.9673, 5.78034
-3.95395, -4.02606, 5.78034
-3.93393, -3.99125, 5.78034
-3.91391, -3.81233, 5.78034
-3.89389, -3.98953, 5.78034
-3.87387, -3.89129, 5.78034
-3.85385, -3.87334, 5.78034
-3.83383, -3.78729, 5.78034
-3.81381, -3.77287, 5.78034
-3.79379, -3.75372, 5.78034
-3.77377, -3.83366, 5.78034
-3.75375, -3.72981, 5.78034
-3.73373, -3.68438, 5.78034
-3.71371, -3.73862, 5.78034
-3.69369, -3.75547, 5.78034
-3.67367, -3.71525, 5.78034
-3.65365, -3.5996, 5.78034
-3.63363, -3.61556, 5.78034
-3.61361, -3.63937, 5.78034
-3.59359, -3.57029, 5.78034
-3.57357, -3.53782, 5.78034
-3.55355, -3.58017, 5.78034
-3.53353, -3.57315, 5.78034
-3.51351, -3.48052, 5.78034
-3.49349, -3.61764, 5.78034
-3.47347, -3.43324, 5.78034
-3.45345, -3.42193, 5.78034
-3.43343, -3.47538, 5.78034
-3.41341, -3.44868, 5.78034
-3.39339, -3.3036, 5.78034
-3.37337, -3.35355, 5.78034
-3.35335, -3.40253, 5.78034
-3.33333, -3.29495, 5.78034
-3.31331, -3.28904, 5.78034
-3.29329, -3.33148, 5.78034
-3.27327, -3.29484, 5.78034
-3.25325, -3.21804, 5.78034
-3.23323, -3.28545, 5.78034
-3.21321, -3.17431, 5.78034
-3.19319, -3.21361, 5.78034
-3.17317, -3.17982, 5.78034
-3.15315, -3.12686, 5.78034
-3.13313, -3.09028, 5.78034
-3.11311, -3.14515, 5.78034
-3.09309, -3.13252, 5.78034
-3.07307, -3.05552, 5.78034
-3.05305, -3.04036, 5.78034
-3.03303, -3.11096, 5.78034
-3.01301, -3.10014, 5.78034
-2.99299, -2.97508, 5.78034
-2.97297, -3.03711, 5.78034
-2.95295, -2.97624, 5.78034
-2.93293, -2.87262, 5.78034
-2.91291, -2.9206, 5.78034
-2.89289, -2.86272, 5.78034
-2.87287, -2.85942, 5.78034
-2.85285, -2.90262, 5.78034
-2.83283, -2.94038, 5.78034
-2.81281, -2.85263, 5.78034
-2.79279, -2.85714, 5.78034
-2.77277, -2.77066, 5.78034
-2.75275, -2.78675, 5.78034
-2.73273, -2.75923, 5.78034
-2.71271, -2.73123, 5.78034
-2.69269, -2.7145, 5.78034
-2.67267, -2.67347, 5.78034
-2.65265, -2.72411, 5.78034
-2.63263, -2.63859, 5.78034
-2.61261, -2.68308, 5.78034
-2.59259, -2.60541, 5.78034
-2.57257, -2.60634, 5.78034
-2.55255, -2.58982, 5.78034
-2.53253, -2.50645, 5.78034
-2.51251, -2.61177, 5.78034
-2.49249, -2.53382, 5.78034
-2.47247, -2.48611, 5.78034
-2.45245, -2.52397, 5.78034
-2.43243, -2.46658, 5.78034
-2.41241, -2.32057, 5.78034
-2.39239, -2.34393, 5.78034
-2.37237, -2.43018, 5.78034
-2.35235, -2.34166, 5.78034
-2.33233, -2.41086, 5.78034
-2.31231, -2.35669, 5.78034
-2.29229, -2.37727, 5.78034
-2.27227, -2.27265, 5.78034
-2.25225, -2.28448, 5.78034
-2.23223, -2.23598, 5.78034
-2.21221, -2.23145, 5.78034
-2.19219, -2.19893, 5.78034
-2.17217, -2.2261, 5.78034
-2.15215, -2.26078, 5.78034
-2.13213, -2.04089, 5.78034
-2.11211, -2.25976, 5.78034
-2.09209, -2.10436, 5.78034
-2.07207, -2.05556, 5.78034
-2.05205, -2.06909, 5.78034
-2.03203, -1.99406, 5.78034
-2.01201, -2.07211, 5.78034
-1.99199, -2.04621, 5.78034
-1.97197, -1.91375, 5.78034
-1.95195, -1.913, 5.78034
-1.93193, -1.9493, 5.78034
-1.91191, -1.88388, 5.78034
-1.89189, -1.90108, 5.78034
-1.87187, -1.8653, 5.78034
-1.85185, -1.9397, 5.78034
-1.83183, -1.8477, 5.78034
-1.81181, -1.81619, 5.78034
-1.79179, -1.85063, 5.78034
-1.77177, -1.8236, 5.78034
-1.75175, -1.83561, 5.78034
-1.73173, -1.7539, 5.78034
-1.71171, -1.64933, 5.78034
-1.69169, -1.60096, 5.78034
-1.67167, -1.72913, 5.78034
-1.65165, -1.67065, 5.78034
-1.63163, -1.66069, 5.78034
-1.61161, -1.50458, 5.78034
-1.59159, -1.53096, 5.78034
-1.57157, -1.5796, 5.78034
-1.55155, -1.52458, 5.78034
-1.53153, -1.55326, 5.78034
-1.51151, -1.45369, 5.78034
-1.49149, -1.45743, 5.78034
-1.47147, -1.47656, 5.78034
-1.45145, -1.39656, 5.78034
-1.43143, -1.41129, 5.78034
-1.41141, -1.41446, 5.78034
-1.39139, -1.37567, 5.78034
-1.37137, -1.44859, 5.78034
-1.35135, -1.45707, 5.78034
-1.33133, -1.38771, 5.78034
-1.31131, -1.32791, 5.78034
-1.29129, -1.32817, 5.78034
-1.27127, -1.30462, 5.78034
-1.25125, -1.2416, 5.78034
-1.23123, -1.28284, 5.78034
-1.21121, -1.22189, 5.78034
-1.19119, -1.15957, 5.78034
-1.17117, -1.20258, 5.78034
-1.15115, -1.10387, 5.78034
-1.13113, -1.25006, 5.78034
-1.11111, -1.19796, 5.78034
-1.09109, -1.23591, 5.78034
-1.07107, -1.16806, 5.78034
-1.05105, -1.06383, 5.78034
-1.03103, -1.14748, 5.78034
-1.01101, -1.04539, 5.78034
-0.990991, -1.0504, 5.78034
-0.970971, -1.09685, 5.78034
-0.950951, -0.953759, 5.78034
-0.930931, -0.994231, 5.78034
-0.910911, -0.936267, 5.78034
-0.890891, -0.952472, 5.78034
-0.870871, -0.975755, 5.78034
-0.850851, -0.942597, 5.78034
-0.830831, -0.942781, 5.78034
-0.810811, -0.891429, 5.78034
-0.790791, -0.820636, 5.78034
-0.770771, -0.826306, 5.78034
-0.750751, -0.794495, 5.78034
-0.730731, -0.799592, 5.78034
-0.710711, -0.843679, 5.78034
-0.690691, -0.749626, 5.78034
-0.670671, -0.824419, 5.78034
-0.650651, -0.695157, 5.78034
-0.630631, -0.785714, 5.78034
-0.610611, -0.799292, 5.78034
-0.590591, -0.675597, 5.78034
-0.570571, -0.718402, 5.78034
-0.550551, -0.725861, 5.78034
-0.530531, -0.678896, 5.78034
-0.510511, -0.736042, 5.78034
-0.49049, -0.697412, 5.78034
-0.47047, -0.674858, 5.78034
-0.45045, -0.706541, 5.78034
-0.43043, -0.550393, 5.78034
-0.41041, -0.649481, 5.78034
-0.39039, -0.642837, 5.78034
-0.37037, -0.54756, 5.78034
-0.35035, -0.728966, 5.78034
-0.33033, -0.704558, 5.78034
-0.31031, -0.691231, 5.78034
-0.29029, -0.658162, 5.78034
-0.27027, -0.840043, 5.78034
-0.25025, -0.829537, 5.78034
-0.23023, -0.784606, 5.78034
-0.21021, -0.729287, 5.78034
-0.19019, -0.84739, 5.78034
-0.17017, -0.842688, 5.78034
-0.15015, -0.925103, 5.78034
-0.13013, -1.01449, 5.78034
-0.11011, -0.905991, 5.78034
-0.0900901, -0.958308, 5.78034
-0.0700701, -1.0368, 5.78034
-0.0500501, -0.994074, 5.78034
-0.03003, -1.0607, 5.78034
-0.01001, -0.986872, 5.78034
0.01001, -0.907411, 5.78034
0.03003, -0.89891, 5.78034
0.0500501, -0.923575, 5.78034
0.0700701, -0.816841, 5.78034
0.0900901, -0.780288, 5.78034
0.11011, -0.661457, 5.78034
0.13013, -0.569077, 5.78034
0.15015, -0.549886, 5.78034
0.17017, -0.571171, 5.78034
0.19019, -0.444956, 5.78034
0.21021, -0.311321, 5.78034
0.23023, -0.309496, 5.78034
0.25025, -0.320478, 5.78034
0.27027, -0.148605, 5.78034
0.29029, -0.110853, 5.78034
0.31031, -0.0578068, 5.78034
0.33033, -0.0490855, 5.78034
0.35035, 0.00865651, 5.78034
0.37037, 0.167191, 5.78034
0.39039, 0.114411, 5.78034
0.41041, 0.124487, 5.78034
0.43043, 0.201257, 5.78034
0.45045, 0.192901, 5.78034
0.47047, 0.269645, 5.78034
0.49049, 0.206687, 5.78034
0.510511, 0.322336, 5.78034
0.530531, 0.30638, 5.78034
0.550551, 0.303146, 5.78034
0.570571, 0.45837, 5.78034
0.590591, 0.448269, 5.78034
0.610611, 0.545908, 5.78034
0.630631, 0.501378, 5.78034
0.650651, 0.515195, 5.78034
0.670671, 0.480434, 5.78034
0.690691, 0.676656, 5.78034
0.710711, 0.483773, 5.78034
0.730731, 0.596313, 5.78034
0.750751, 0.696031, 5.78034
0.770771, 0.663252, 5.78034
0.790791, 0.721218, 5.78034
0.810811, 0.756018, 5.78034
0.830831, 0.709871, 5.78034
0.850851, 0.813184, 5.78034
0.870871, 0.84914, 5.78034
0.890891, 0.78129, 5.78034
0.910911, 0.779378, 5.78034
0.930931, 0.881693, 5.78034
0.950951, 0.852614, 5.78034
0.970971, 0.866635, 5.78034
0.990991, 0.912959, 5.78034
1.01101, 0.93262, 5.78034
1.03103, 0.983908, 5.78034
1.05105, 0.952189, 5.78034
1.07107, 1.00309, 5.78034
1.09109, 0.996229, 5.78034
1.11111, 1.04787, 5.78034
1.13113, 1.07679, 5.78034
1.15115, 1.11858, 5.78034
1.17117, 1.1868, 5.78034
1.19119, 1.16536, 5.78034
1.21121, 1.26995, 5.78034
1.23123, 1.15571, 5.78034
1.25125, 1.23253, 5.78034
1.27127, 1.14085, 5.78034
1.29129, 1.21668, 5.78034
1.31131, 1.26801, 5.78034
1.33133, 1.26471, 5.78034
1.35135, 1.33053, 5.78034
1.37137, 1.36459, 5.78034
1.39139, 1.44253, 5.78034
1.41141, 1.2782, 5.78034
1.43143, 1.31213, 5.78034
1.45145, 1.46664, 5.78034
1.47147, 1.53285, 5.78034
1.49149, 1.53879, 5.78034
1.51151, 1.48496, 5.78034
1.53153, 1.45723, 5.78034
1.55155, 1.5344, 5.78034
1.57157, 1.57233, 5.78034
1.59159, 1.56135, 5.78034
1.61161, 1.56725, 5.78034
1.63163, 1.54334, 5.78034
1.65165, 1.56048, 5.78034
1.67167, 1.65636, 5.78034
1.69169, 1.69445, 5.78034
1.71171, 1.71385, 5.78034
1.73173, 1.72502, 5.78034
1.75175, 1.69689, 5.78034
1.77177, 1.76503, 5.78034
1.79179, 1.70006, 5.78034
1.81181, 1.91994, 5.78034
1.83183, 1.78909, 5.78034
1.85185, 1.77802, 5.78034
1.87187, 1.87068, 5.78034
1.89189, 1.90731, 5.78034
1.91191, 1.90994, 5.78034
1.93193, 1.93819, 5.78034
1.95195, 1.92889, 5.78034
1.97197, 1.92641, 5.78034
1.99199, 2.00461, 5.78034
2.01201, 1.97978, 5.78034
2.03203, 2.03506, 5.78034
2.05205, 2.12688, 5.78034
2.07207, 2.10374, 5.78034
2.09209, 2.12533, 5.78034
2.11211, 2.04144, 5.78034
2.13213, 2.14642, 5.78034
2.15215, 2.18268, 5.78034
2.17217, 2.07317, 5.78034
2.19219, 2.20291, 5.78034
2.21221, 2.18608, 5.78034
2.23223, 2.20203, 5.78034
2.25225, 2.28344, 5.78034
2.27227, 2.2569, 5.78034
2.29229, 2.24874, 5.78034
2.31231, 2.16407, 5.78034
2.33233, 2.22732, 5.78034
2.35235, 2.41172, 5.78034
2.37237, 2.27446, 5.78034
2.39239, 2.51515, 5.78034
2.41241, 2.48203, 5.78034
2.43243, 2.36084, 5.78034
2.45245, 2.41102, 5.78034
2.47247, 2.34568, 5.78034
2.49249, 2.55293, 5.78034
2.51251, 2.53737, 5.78034
2.53253, 2.47081, 5.78034
2.55255, 2.59243, 5.78034
2.57257, 2.52288, 5.78034
2.59259, 2.61686, 5.78034
2.61261, 2.6459, 5.78034
2.63263, 2.59108, 5.78034
2.65265, 2.59762, 5.78034
2.67267, 2.59952, 5.78034
2.69269, 2.6535, 5.78034
2.71271, 2.78557, 5.78034
2.73273, 2.69881, 5.78034
2.75275, 2.76385, 5.78034
2.77277, 2.79448, 5.78034
2.79279, 2.72042, 5.78034
2.81281, 2.75713, 5.78034
2.83283, 2.8755, 5.78034
2.85285, 2.78766, 5.78034
2.87287, 2.76841, 5.78034
2.89289, 2.8647, 5.78034
2.91291, 2.90242, 5.78034
2.93293, 2.91672, 5.78034
2.95295, 2.92192, 5.78034
2.97297, 2.93992, 5.78034
2.99299, 2.96518, 5.78034
3.01301, 3.05387, 5.78034
3.03303, 2.96642, 5.78034
3.05305, 3.05356, 5.78034
3.07307, 3.06279, 5.78034
3.09309, 3.05289, 5.78034
3.11311, 3.09666, 5.78034
3.13313, 3.1043, 5.78034
3.15315, 3.23373, 5.78034
3.17317, 3.23064, 5.78034
3.19319, 3.12992, 5.78034
3.21321, 3.24985, 5.78034
3.23323, 3.15176, 5.78034
3.25325, 3.13934, 5.78034
3.27327, 3.23065, 5.78034
3.29329, 3.37624, 5.78034
3.31331, 3.34646, 5.78034
3.33333, 3.33196, 5.78034
3.35335, 3.24877, 5.78034
3.37337, 3.24858, 5.78034
3.39339, 3.42315, 5.78034
3.41341, 3.43462, 5.78034
3.43343, 3.35188, 5.78034
3.45345, 3.38424, 5.78034
3.47347, 3.46585, 5.78034
3.49349, 3.47522, 5.78034
3.51351, 3.42683, 5.78034
3.53353, 3.43917, 5.78034
3.55355, 3.5278, 5.78034
3.57357, 3.56316, 5.78034
3.59359, 3.62256, 5.78034
3.61361, 3.63966, 5.78034
3.63363, 3.56885, 5.78034
3.65365, 3.64136, 5.78034
3.67367, 3.66515, 5.78034
3.69369, 3.6973, 5.78034
3.71371, 3.73955, 5.78034
3.73373, 3.74416, 5.78034
3.75375, 3.82306, 5.78034
3.77377, 3.75252, 5.78034
3.79379, 3.78842, 5.78034
3.81381, 3.86812, 5.78034
3.83383, 3.80659, 5.78034
3.85385, 3.90151, 5.78034
3.87387, 3.78407, 5.78034
3.89389, 3.89825, 5.78034
3.91391, 3.91092, 5.78034
3.93393, 4.00798, 5.78034
3.95395, 3.98766, 5.78034
3.97397, 3.97337, 5.78034
3.99399, 3.9204, 5.78034
4.01401, 4.02218, 5.78034
4.03403, 3.99092, 5.78034
4.05405, 4.00884, 5.78034
4.07407, 3.99115, 5.78034
4.09409, 4.07927, 5.78034
4.11411, 4.12032, 5.78034
4.13413, 4.11443, 5.78034
4.15415, 4.12715, 5.78034
4.17417, 4.19157, 5.78034
4.19419, 4.17688, 5.78034
4.21421, 4.12153, 5.78034
4.23423, 4.22481, 5.78034
4.25425, 4.20594, 5.78034
4.27427, 4.21166, 5.78034
4.29429, 4.39661, 5.78034
4.31431, 4.28324, 5.78034
4.33433, 4.30694, 5.78034
4.35435, 4.28512, 5.78034
4.37437, 4.33709, 5.78034
4.39439, 4.36934, 5.78034
4.41441, 4.37324, 5.78034
4.43443, 4.39415, 5.78034
4.45445, 4.38154, 5.78034
4.47447, 4.5563, 5.78034
4.49449, 4.55445, 5.78034
4.51451, 4.53021, 5.78034
4.53453, 4.56882, 5.78034
4.55455, 4.49739, 5.78034
4.57457, 4.60332, 5.78034
4.59459, 4.598, 5.78034
4.61461, 4.44523, 5.78034
4.63463, 4.6688, 5.78034
4.65465, 4.61693, 5.78034
4.67467, 4.631, 5.78034
4.69469, 4.76332, 5.78034
4.71471, 4.78236, 5.78034
4.73473, 4.78546, 5.78034
4.75475, 4.74968, 5.78034
4.77477, 4.7524, 5.78034
4.79479, 4.78695, 5.78034
4.81481, 4.77079, 5.78034
4.83483, 4.84155, 5.78034
4.85485, 4.79462, 5.78034
4.87487, 4.88935, 5.78034
4.89489, 4.79317, 5.78034
4.91491, 4.94615, 5.78034
4.93493, 4.851, 5.78034
4.95495, 4.93774, 5.78034
4.97497, 4.93729, 5.78034
4.99499, 4.94337, 5.78034
5.01502, 5.03343, 5.78034
5.03504, 5.0926, 5.78034
5.05506, 5.02365, 5.78034
5.07508, 5.10901, 5.78034
5.0951, 5.11131, 5.78034
5.11512, 5.18189, 5.78034
5.13514, 5.10145, 5.78034
5.15516, 5.1728, 5.78034
5.17518, 5.16569, 5.78034
5.1952, 5.21895, 5.78034
5.21522, 5.25675, 5.78034
5.23524, 5.16323, 5.78034
5.25526, 5.21363, 5.78034
5.27528, 5.27862, 5.78034
5.2953, 5.26867, 5.78034
5.31532, 5.33802, 5.78034
5.33534, 5.33259, 5.78034
5.35536, 5.29335, 5.78034
5.37538, 5.4059, 5.78034
5.3954, 5.46278, 5.78034
5.41542, 5.46324, 5.78034
5.43544, 5.38826, 5.78034
5.45546, 5.54438, 5.78034
5.47548, 5.46161, 5.78034
5.4955, 5.4089, 5.78034
5.51552, 5.47582, 5.78034
5.53554, 5.52449, 5.78034
5.55556, 5.5178, 5.78034
5.57558, 5.69752, 5.78034
5.5956, 5.59544, 5.78034
5.61562, 5.59189, 5.78034
5.63564, 5.51182, 5.78034
5.65566, 5.57509, 5.78034
5.67568, 5.62662, 5.78034
5.6957, 5.72851, 5.78034
5.71572, 5.65179, 5.78034
5.73574, 5.7667, 5.78034
5.75576, 5.88633, 5.78034
5.77578, 5.74407, 5.78034
5.7958, 5.82303, 5.78034
5.81582, 5.94379, 5.78034
5.83584, 5.83853, 5.78034
